"","run","Id","coverage","LAURING_ID","dup"
"470","perth_2","1149",18759.0340612656,"1149",NA
"471","perth_2","1150",18025.3418797049,"1150",NA
"472","perth_2","1153",14891.2800178878,"1153",NA
"473","perth_2","1154",15606.940076023,"1154",NA
"474","perth_2","1162",18306.3199672058,"1162",NA
"475","perth_2","1164",27384.5578743385,"1164",NA
"476","perth_2","1165",30120.6492509503,"1165",NA
"477","perth_2","1167",455.649027353358,"1167",NA
"478","perth_2","1168",24861.2004173809,"1168",NA
"479","perth_2","1173",24543.7583662518,"1173",NA
"480","perth_2","1174",24911.9442498323,"1174",NA
"481","perth_2","1179",27066.1812625773,"1179",NA
"482","perth_2","1201",4963.1398226131,"1201",NA
"483","perth_2","1203",26535.3833942014,"1203",NA
"484","perth_2","1204",25638.1109040769,"1204",NA
"485","perth_2","1205",19386.8258179921,"1205",NA
"486","perth_2","1206",6.22531117239323,"1206",NA
"487","perth_2","1213",21530.0925691287,"1213",NA
"488","perth_2","1217",18428.511068048,"1217",NA
"489","perth_2","1221",20720.6139971678,"1221",NA
"490","perth_2","Perth_mp",22989.6605798614,"Perth","mp"
"491","perth_2","Perth_pool",17009.5961094134,"Perth","pool"
"492","victoria","1225",28819.1623736069,"1225",NA
"493","victoria","1226",10238.1853273304,"1226",NA
"494","victoria","1227",22417.9266366522,"1227",NA
"495","victoria","1228",31821.9524688169,"1228",NA
"496","victoria","1229",23920.4075577533,"1229",NA
"497","victoria","1230",29192.96169459,"1230",NA
"498","victoria","1231",35357.9165252048,"1231",NA
"499","victoria","1232",36153.1744778212,"1232",NA
"500","victoria","1233",18087.9008044874,"1233",NA
"501","victoria","1235",16482.8432356631,"1235",NA
"502","victoria","1236",1845.67540039855,"1236",NA
"503","victoria","1237",23534.4595173076,"1237",NA
"504","victoria","1238",30290.4360469407,"1238",NA
"505","victoria","1239",22261.9043471843,"1239",NA
"506","victoria","1240",27114.6706768027,"1240",NA
"507","victoria","1241",22432.47804266,"1241",NA
"508","victoria","1242",17749.5162004576,"1242",NA
"509","victoria","1243",23588.9798509115,"1243",NA
"510","victoria","1244",16943.9337220459,"1244",NA
"511","victoria","1245",15002.247398332,"1245",NA
"512","victoria","1301",31252.1635545059,"1301",NA
"513","victoria","1302",2921.0696730386,"1302",NA
"514","victoria","1303",26122.80286368,"1303",NA
"515","victoria","1304",7795.91490146874,"1304",NA
"516","victoria","1305",9966.4480035427,"1305",NA
"517","victoria","1306",19941.4650527714,"1306",NA
"518","victoria","1307",30492.0999335744,"1307",NA
"519","victoria","1308",18932.4435013654,"1308",NA
"520","victoria","1309",22807.9941693114,"1309",NA
"521","victoria","1310",24931.8091372057,"1310",NA
"522","victoria","1312",14812.6294929515,"1312",NA
"523","victoria","1313",24777.5184884493,"1313",NA
"524","victoria","1315",28375.3685142815,"1315",NA
"525","victoria","1316",23586.3695475681,"1316",NA
"526","victoria","1317",27744.6608605801,"1317",NA
"527","victoria","1318",26012.276920806,"1318",NA
"528","victoria","1319",3517.2090191158,"1319",NA
"529","victoria","1320",535.476640342461,"1320",NA
"530","victoria","1321",24108.965680124,"1321",NA
"531","victoria","1323",21454.1766920068,"1323",NA
"532","victoria","1324",16332.5698575541,"1324",NA
"533","victoria","1325",2315.65392279873,"1325",NA
"534","victoria","1326",22169.9893719094,"1326",NA
"535","victoria","1327",9055.07063251901,"1327",NA
"536","victoria","1329",1888.61871724851,"1329",NA
"537","victoria","1330",11073.0951361724,"1330",NA
"538","victoria","1331",10.2259207321574,"1331",NA
"539","victoria","1333",12790.6928186582,"1333",NA
"540","victoria","1338",6493.91622998007,"1338",NA
"541","victoria","1340",28601.305262381,"1340",NA
"542","victoria","1341",16965.8289910695,"1341",NA
"543","victoria","1342",175.259723964868,"1342",NA
"544","victoria","1343",1431.74522104952,"1343",NA
"545","victoria","Perth_mp",33288.5078603587,"Perth","mp"
"546","victoria","Vic_mp",27317.5759834674,"Vic","mp"
"547","victoria","Vic_pool",31217.7926046203,"Vic","pool"
"548","victoria","vic_pool_maybe",133.473761901247,"vic","pool"
"549","victoria_2","1225",21223.643663739,"1225",NA
"550","victoria_2","1228",31144.6625581224,"1228",NA
"551","victoria_2","1229",26691.2380987527,"1229",NA
"552","victoria_2","1230",22482.6937781386,"1230",NA
"553","victoria_2","1231",29747.2571407484,"1231",NA
"554","victoria_2","1232",30040.6727433759,"1232",NA
"555","victoria_2","1237",28082.1317440402,"1237",NA
"556","victoria_2","1238",20481.2160307034,"1238",NA
"557","victoria_2","1240",23961.020370507,"1240",NA
"558","victoria_2","1242",21311.0405195955,"1242",NA
"559","victoria_2","1245",17071.7088346003,"1245",NA
"560","victoria_2","1303",29607.1487194627,"1303",NA
"561","victoria_2","1305",18088.6062440032,"1305",NA
"562","victoria_2","1307",29700.4943538268,"1307",NA
"563","victoria_2","1310",29881.5206288287,"1310",NA
"564","victoria_2","1313",28599.8889954978,"1313",NA
"565","victoria_2","1317",21539.3824636505,"1317",NA
"566","victoria_2","1321",28406.1544025389,"1321",NA
"567","victoria_2","1323",19475.0377887667,"1323",NA
"568","victoria_2","1340",18242.7224149384,"1340",NA
"569","victoria_2","Vic_pool",25598.4849804414,"Vic","pool"
