"","run","Id","coverage","LAURING_ID","dup"
"197","HK_2","MH8439_B",18640.2053288066,"MH8439","B"
"198","HK_2","MH8447_B",17441.2727876596,"MH8447","B"
"199","HK_2","MH8586_B",15730.979260462,"MH8586","B"
"200","HK_2","MH8589_B",21386.1941840726,"MH8589","B"
"201","HK_2","MH8688_B",5275.1005978301,"MH8688","B"
"202","HK_2","MH8690_B",3041.02612738948,"MH8690","B"
"203","HK_2","MH8692_B",15525.2251826703,"MH8692","B"
"204","HK_2","MH8700_B",17067.8520924053,"MH8700","B"
"205","HK_2","MH8922_B",17864.7740792678,"MH8922","B"
"206","HK_2","MH8924_B",16068.45250572,"MH8924","B"
"207","HK_2","MH8925_B",18825.6441803823,"MH8925","B"
"208","HK_2","MH9045_B",19991.3282899107,"MH9045","B"
"209","HK_2","PC1A",15180.2228208724,"PC1A",NA
"210","HK_2","PC1B",14266.1917484685,"PC1B",NA
"211","HK_6","HS1250_A",22202.6549560853,"HS1250","A"
"212","HK_6","HS1253_A",26326.3530149827,"HS1253","A"
"213","HK_6","HS1255_A",25316.663591409,"HS1255","A"
"214","HK_6","HS1256_A",26946.0353531626,"HS1256","A"
"215","HK_6","HS1273_A",15805.3714665289,"HS1273","A"
"216","HK_6","HS1284_B",29053.4320614067,"HS1284","B"
"217","HK_6","HS1294_A",19424.055059414,"HS1294","A"
"218","HK_6","HS1313_B",20016.754594435,"HS1313","B"
"219","HK_6","HS1325_B",15955.4844637981,"HS1325","B"
"220","HK_6","HS1327_B",19294.6205624031,"HS1327","B"
"221","HK_6","HS1328_B",20052.5587866263,"HS1328","B"
"222","HK_6","HS1335_B",24395.972470293,"HS1335","B"
"223","HK_6","HS1336_B",20865.0109233154,"HS1336","B"
"224","HK_6","HS1340_A",20022.0484168573,"HS1340","A"
"225","HK_6","HS1341_A",18044.9904790021,"HS1341","A"
"226","HK_6","HS1342_B",19071.0315890472,"HS1342","B"
"227","HK_6","HS1345_A",21221.9148276626,"HS1345","A"
"228","HK_6","HS1349_A",16222.3622407558,"HS1349","A"
"229","HK_6","HS1351_A",16433.9578566684,"HS1351","A"
"230","HK_6","HS1352_A",15252.1824488892,"HS1352","A"
"231","HK_6","HS1357_A",17802.7280980146,"HS1357","A"
"232","HK_6","HS1364_A",14302.5241715256,"HS1364","A"
"233","HK_6","HS1367_A",19299.9861982434,"HS1367","A"
"234","HK_6","HS1369_A",28712.240239132,"HS1369","A"
"235","HK_6","HS1375_A",17793.8126799026,"HS1375","A"
"236","HK_6","HS1376_B",19385.5222525648,"HS1376","B"
"237","HK_6","HS1377_A",6823.22739685586,"HS1377","A"
"238","HK_6","HS1381_A",25605.262971437,"HS1381","A"
"239","HK_6","HS1385_A",14449.3959701823,"HS1385","A"
"240","HK_6","HS1387_B",28657.0185991586,"HS1387","B"
"241","HK_6","HS1388_B",28432.8952690235,"HS1388","B"
"242","HK_6","HS1391_B",19289.5656506015,"HS1391","B"
"243","HK_6","HS1392_A",27270.6796811573,"HS1392","A"
"244","HK_6","HS1393_B",16349.7993947893,"HS1393","B"
"245","HK_6","HS1394_B",18389.4334637243,"HS1394","B"
"246","HK_6","HS1395_B",4664.07609417669,"HS1395","B"
"247","HK_6","HS1401_A",24168.7089084065,"HS1401","A"
"248","HK_6","HS1402_A",19104.1908627943,"HS1402","A"
"249","HK_6","HS1405_B",26947.2748542328,"HS1405","B"
"250","HK_6","HS1408_B",26697.6846999779,"HS1408","B"
"251","HK_6","HS1409_A",17129.5409993357,"HS1409","A"
"252","HK_6","HS1411_A",6755.94789283342,"HS1411","A"
"253","HK_6","HS1413_B",16908.3519078899,"HS1413","B"
"254","HK_6","HS1416_A",24153.8390287106,"HS1416","A"
"255","HK_6","HS1417_A",21346.4972322681,"HS1417","A"
"256","HK_6","HS1421_A",18893.6737028563,"HS1421","A"
"257","HK_6","HS1425_A",14721.8109085541,"HS1425","A"
"258","HK_6","HS1427_A",20121.460476788,"HS1427","A"
"259","HK_6","HS1434_B",24056.1530740276,"HS1434","B"
"260","HK_6","HS1445_B",19885.996014466,"HS1445","B"
"261","HK_6","HS1448_A",18495.1236253598,"HS1448","A"
"262","HK_6","HS1450_A",27819.2952247398,"HS1450","A"
"263","HK_6","HS1451_A",12535.9107683224,"HS1451","A"
"264","HK_6","HS1455_A",19543.8656727434,"HS1455","A"
"265","HK_6","HS1457_A",19918.5744335375,"HS1457","A"
"266","HK_6","HS1460_A",15556.3849730607,"HS1460","A"
"267","HK_6","HS1461_A",22144.6390139494,"HS1461","A"
"268","HK_6","HS1463_A",16487.6189386671,"HS1463","A"
"269","HK_6","HS1465_A",16107.3837921618,"HS1465","A"
"270","HK_6","HS1473_A",15992.5783452653,"HS1473","A"
"271","HK_6","PC1A",18634.1040667208,"PC1A",NA
"272","HK_6","PC1B",17365.112923463,"PC1B",NA
"273","HK_6","PC2B",26275.0990479002,"PC2B",NA
"274","HK_7","HS1474_A",18483.7682485792,"HS1474","A"
"275","HK_7","HS1484_A",10590.6444756071,"HS1484","A"
"276","HK_7","HS1487_A",17555.8999188132,"HS1487","A"
"277","HK_7","HS1500_A",16498.0499667872,"HS1500","A"
"278","HK_7","HS1505_A",18333.6175363495,"HS1505","A"
"279","HK_7","HS1506_A",12368.3505793786,"HS1506","A"
"280","HK_7","HS1507_A",14632.6732600192,"HS1507","A"
"281","HK_7","HS1509_A",16946.2388368145,"HS1509","A"
"282","HK_7","HS1510_A",18803.4694811425,"HS1510","A"
"283","HK_7","HS1514_A",2096.59428740128,"HS1514","A"
"284","HK_7","HS1516_A",13439.5899328364,"HS1516","A"
"285","HK_7","HS1517_B",17261.3156690531,"HS1517","B"
"286","HK_7","HS1518_A",24932.9125396708,"HS1518","A"
"287","HK_7","HS1519_A",23923.3654144217,"HS1519","A"
"288","HK_7","HS1520_B",20079.642851871,"HS1520","B"
"289","HK_7","HS1525_A",10787.9846483135,"HS1525","A"
"290","HK_7","HS1530_A",15282.9488523138,"HS1530","A"
"291","HK_7","HS1531_A",15602.4162668832,"HS1531","A"
"292","HK_7","HS1532_A",21276.2698354122,"HS1532","A"
"293","HK_7","HS1535_A",23451.7925308141,"HS1535","A"
"294","HK_7","HS1536_A",17054.0231751421,"HS1536","A"
"295","HK_7","HS1537_A",18217.3640121042,"HS1537","A"
"296","HK_7","HS1543_A",21824.6118532733,"HS1543","A"
"297","HK_7","HS1544_B",13394.3727950402,"HS1544","B"
"298","HK_7","HS1554_A",20630.4204738357,"HS1554","A"
"299","HK_7","HS1562_A",15767.1131448815,"HS1562","A"
"300","HK_7","HS1563_A",24785.1285703742,"HS1563","A"
"301","HK_7","HS1564_A",15098.0476787955,"HS1564","A"
"302","HK_7","HS1566_A",9327.83253376633,"HS1566","A"
"303","HK_7","HS1567_A",26058.4616576869,"HS1567","A"
"304","HK_7","HS1573_A",18891.8508377002,"HS1573","A"
"305","HK_7","HS1579_A",22461.3554505868,"HS1579","A"
"306","HK_7","HS1595_B",19376.5647649273,"HS1595","B"
"307","HK_7","HS1596_A",17894.3590670898,"HS1596","A"
"308","HK_7","HS1597_A",16144.7676581298,"HS1597","A"
"309","HK_7","HS1604_A",19445.2048121633,"HS1604","A"
"310","HK_7","HS1607_A",18347.6750313676,"HS1607","A"
"311","HK_7","MH7346_B",969.828400619972,"MH7346","B"
"312","HK_7","MH7385_A",12321.8811720422,"MH7385","A"
"313","HK_7","MH7389_A",15873.2842276183,"MH7389","A"
"314","HK_7","MH7390_A",19315.2361797919,"MH7390","A"
"315","HK_7","MH7391_A",13064.8879622112,"MH7391","A"
"316","HK_7","MH7409_A",18858.6988707654,"MH7409","A"
"317","HK_7","MH7440_A",21751.5178979999,"MH7440","A"
"318","HK_7","MH7455_B",16542.9582256993,"MH7455","B"
"319","HK_7","MH7492_B",19448.3350800797,"MH7492","B"
"320","HK_7","MH7505_A",14953.8852313824,"MH7505","A"
"321","HK_7","MH7520_A",12958.2295372352,"MH7520","A"
"322","HK_7","MH7537_A",3853.3003173666,"MH7537","A"
"323","HK_7","MH7564_A",27613.9858292125,"MH7564","A"
"324","HK_7","MH7565_B",27277.7948188058,"MH7565","B"
"325","HK_7","MH7611_A",26641.9563805447,"MH7611","A"
"326","HK_7","MH7612_A",24740.7471400103,"MH7612","A"
"327","HK_7","MH7627_B",26381.043102812,"MH7627","B"
"328","HK_7","MH7637_A",5464.28496568012,"MH7637","A"
"329","HK_7","MH7642_B",19060.5180456122,"MH7642","B"
"330","HK_7","MH7687_A",25717.482028194,"MH7687","A"
"331","HK_7","MH7755_A",23019.1990552808,"MH7755","A"
"332","HK_7","MH7796_A",17106.4698501734,"MH7796","A"
"333","HK_7","MH7797_A",22836.9737988043,"MH7797","A"
"334","HK_7","MH7799_A",5632.36091224445,"MH7799","A"
"335","HK_7","PC1A",15584.2929367481,"PC1A",NA
"336","HK_7","PC1B",14587.8148940881,"PC1B",NA
"337","HK_7","PC2A",22326.6840357222,"PC2A",NA
"338","HK_7","PC2B",24118.0715919994,"PC2B",NA
"339","HK_8","HS1390_A",15214.407410141,"HS1390","A"
"340","HK_8","MH7800_A",24712.1701232563,"MH7800","A"
"341","HK_8","MH7804_A",19901.1448815411,"MH7804","A"
"342","HK_8","MH7842_B",23325.7115654292,"MH7842","B"
"343","HK_8","MH7843_A",23054.1924127242,"MH7843","A"
"344","HK_8","MH7844_A",17865.3017934903,"MH7844","A"
"345","HK_8","MH7845_A",27137.1779467119,"MH7845","A"
"346","HK_8","MH7851_A",8207.81201564691,"MH7851","A"
"347","HK_8","MH7852_B",24440.2212709425,"MH7852","B"
"348","HK_8","MH7855_A",20206.102959628,"MH7855","A"
"349","HK_8","MH7860_A",23110.1503431988,"MH7860","A"
"350","HK_8","MH7884_A",20224.2217137796,"MH7884","A"
"351","HK_8","MH7885_A",24529.2138165178,"MH7885","A"
"352","HK_8","MH7886_A",13966.7714222452,"MH7886","A"
"353","HK_8","MH7887_A",6956.23359657539,"MH7887","A"
"354","HK_8","MH7890_A",19131.2045907447,"MH7890","A"
"355","HK_8","MH7891_A",24291.4677836003,"MH7891","A"
"356","HK_8","MH7893_A",24793.2694663813,"MH7893","A"
"357","HK_8","MH7905_A",10838.9203631264,"MH7905","A"
"358","HK_8","MH7953_A",17455.8877407927,"MH7953","A"
"359","HK_8","MH8041_A",24328.5400398553,"MH8041","A"
"360","HK_8","MH8052_A",15675.9946121485,"MH8052","A"
"361","HK_8","MH8086_B",3490.43575171599,"MH8086","B"
"362","HK_8","MH8088_A",17732.3930917411,"MH8088","A"
"363","HK_8","MH8089_A",21451.9390360912,"MH8089","A"
"364","HK_8","MH8090_A",24988.0231751421,"MH8090","A"
"365","HK_8","MH8125_A",22763.8488449332,"MH8125","A"
"366","HK_8","MH8126_A",21027.5108126061,"MH8126","A"
"367","HK_8","MH8127_A",534.96486825596,"MH8127","A"
"368","HK_8","MH8129_A",16763.9893719094,"MH8129","A"
"369","HK_8","MH8132_A",1506.02081334416,"MH8132","A"
"370","HK_8","MH8133_A",3444.52911653997,"MH8133","A"
"371","HK_8","MH8137_A",19210.694737619,"MH8137","A"
"372","HK_8","MH8155_B",20435.2566241051,"MH8155","B"
"373","HK_8","MH8156_A",3712.21462838586,"MH8156","A"
"374","HK_8","MH8158_A",18718.9129825079,"MH8158","A"
"375","HK_8","MH8159_A",13494.717469924,"MH8159","A"
"376","HK_8","MH8160_A",19948.5138386597,"MH8160","A"
"377","HK_8","MH8165_A",13259.8934976751,"MH8165","A"
"378","HK_8","MH8177_B",12902.3795852092,"MH8177","B"
"379","HK_8","MH8178_A",11709.1574285925,"MH8178","A"
"380","HK_8","MH8183_A",16015.1144733929,"MH8183","A"
"381","HK_8","MH8185_B",11340.4667503137,"MH8185","B"
"382","HK_8","MH8186_A",11285.2073953797,"MH8186","A"
"383","HK_8","MH8308_A",15120.7064728024,"MH8308","A"
"384","HK_8","MH8309_A",15105.4167097203,"MH8309","A"
"385","HK_8","MH8354_B",16076.0836224076,"MH8354","B"
"386","HK_8","MH8386_A",23989.5302236327,"MH8386","A"
"387","HK_8","MH8390_A",18975.8642704259,"MH8390","A"
"388","HK_8","MH8391_A",12506.2612000886,"MH8391","A"
"389","HK_8","MH8392_A",14485.8364454941,"MH8392","A"
"390","HK_8","MH8393_B",19663.1156542918,"MH8393","B"
"391","HK_8","MH8396_A",17252.6662484316,"MH8396","A"
"392","HK_8","MH8424_B",17208.2383939774,"MH8424","B"
"393","HK_8","MH8439_A",18643.1487932689,"MH8439","A"
"394","HK_8","MH8442_B",22507.8326813787,"MH8442","B"
"395","HK_8","MH8443_B",13149.1773562625,"MH8443","B"
"396","HK_8","MH8444_B",12646.3093955273,"MH8444","B"
"397","HK_8","MH8445_B",14054.4188500996,"MH8445","B"
"398","HK_8","MH8447_A",11378.6190124732,"MH8447","A"
"399","HK_8","MH8448_A",18685.4528009447,"MH8448","A"
"400","HK_8","MH8450_A",9489.38851575762,"MH8450","A"
"401","HK_8","PC1A",14019.7658129751,"PC1A",NA
"402","HK_8","PC1B",12277.8940143184,"PC1B",NA
"403","perth","1102",29478.3538794067,"1102",NA
"404","perth","1103",18489.6966534993,"1103",NA
"405","perth","1107",260.432660058135,"1107",NA
"406","perth","1109",10024.3971826787,"1109",NA
"407","perth","1110",23379.7952597451,"1110",NA
"408","perth","1116",21570.711261832,"1116",NA
"409","perth","1121",23610.1901319222,"1121",NA
"410","perth","1122",19307.4631437728,"1122",NA
"411","perth","1123",20125.75024223,"1123",NA
"412","perth","1125",13823.9813669226,"1125",NA
"413","perth","1129",105.460386077365,"1129",NA
"414","perth","1130",13282.6587165536,"1130",NA
"415","perth","1131",12843.2370872773,"1131",NA
"416","perth","1133",17450.2856823433,"1133",NA
"417","perth","1134",24036.2152493106,"1134",NA
"418","perth","1139",16297.1703808601,"1139",NA
"419","perth","1145",101.24461504062,"1145",NA
"420","perth","1148",21443.8213460535,"1148",NA
"421","perth","1149",14461.1361705299,"1149",NA
"422","perth","1150",14834.3098308117,"1150",NA
"423","perth","1151",15846.5050309309,"1151",NA
"424","perth","1152",4495.83632704777,"1152",NA
"425","perth","1153",15313.7442051129,"1153",NA
"426","perth","1154",22322.4564358649,"1154",NA
"427","perth","1161",27575.8036818961,"1161",NA
"428","perth","1162",30237.5809793545,"1162",NA
"429","perth","1163",32281.4307222181,"1163",NA
"430","perth","1164",40377.4184989193,"1164",NA
"431","perth","1165",22502.1960199747,"1165",NA
"432","perth","1167",20372.6613251845,"1167",NA
"433","perth","1168",36519.8633822762,"1168",NA
"434","perth","1171",23516.634269956,"1171",NA
"435","perth","1173",41784.6412014608,"1173",NA
"436","perth","1174",19203.2410374898,"1174",NA
"437","perth","1175",37514.3552209883,"1175",NA
"438","perth","1178",21082.3837668629,"1178",NA
"439","perth","1179",23040.4684355668,"1179",NA
"440","perth","1180",38959.5142729373,"1180",NA
"441","perth","1181",21397.3761645673,"1181",NA
"442","perth","1182",21921.6064694045,"1182",NA
"443","perth","1185",20493.2731609153,"1185",NA
"444","perth","1201",24024.7601550272,"1201",NA
"445","perth","1203",18672.4224491317,"1203",NA
"446","perth","1204",20279.4304986212,"1204",NA
"447","perth","1205",16939.8445256018,"1205",NA
"448","perth","1206",29026.5145710666,"1206",NA
"449","perth","1207",3092.00313035701,"1207",NA
"450","perth","1208",2154.8854438399,"1208",NA
"451","perth","1209",104.817470373407,"1209",NA
"452","perth","1210",8673.51382574346,"1210",NA
"453","perth","1212",474.216292762913,"1212",NA
"454","perth","1213",23418.8918536185,"1213",NA
"455","perth","1216",13162.4619512559,"1216",NA
"456","perth","1217",19072.8779906089,"1217",NA
"457","perth","1218",3499.95610046955,"1218",NA
"458","perth","1221",22386.5791905791,"1221",NA
"459","perth","1222",17695.7482298576,"1222",NA
"460","perth","Perth_mp",33284.812327644,"Perth","mp"
"461","perth","Perth_pool",31324.5188194082,"Perth","pool"
"462","perth","Vic_pool",31172.4024744727,"Vic","pool"
"463","perth_2","1103",38.2890362972349,"1103",NA
"464","perth_2","1121",17857.9576656481,"1121",NA
"465","perth_2","1122",23418.0687187896,"1122",NA
"466","perth_2","1125",19125.357084296,"1125",NA
"467","perth_2","1129",19452.846239845,"1129",NA
"468","perth_2","1134",23408.4238652456,"1134",NA
"469","perth_2","1139",20300.4998882015,"1139",NA
