"","outcomes","Ne"
"2919",124,100
"2920",138,100
"2921",81,100
"2922",79,100
"2923",132,100
"2924",120,100
"2925",116,100
"2926",90,100
"2927",117,100
"2928",116,100
"2929",148,100
"2930",120,100
"2931",108,100
"2932",125,100
"2933",101,100
"2934",92,100
"2935",116,100
"2936",128,100
"2937",100,100
"2938",130,100
"2939",92,100
"2940",93,100
"2941",137,100
"2942",113,100
"2943",90,100
"2944",91,100
"2945",96,100
"2946",76,100
"2947",170,100
"2948",164,100
"2949",123,100
"2950",96,100
"2951",168,100
"2952",157,100
"2953",93,100
"2954",137,100
"2955",112,100
"2956",106,100
"2957",98,100
"2958",193,100
"2959",126,100
"2960",110,100
"2961",157,100
"2962",134,100
"2963",104,100
"2964",96,100
"2965",129,100
"2966",76,100
"2967",171,100
"2968",87,100
"2969",144,100
"2970",93,100
"2971",95,100
"2972",86,100
"2973",108,100
"2974",125,100
"2975",130,100
"2976",123,100
"2977",117,100
"2978",105,100
"2979",98,100
"2980",86,100
"2981",95,100
"2982",157,100
"2983",106,100
"2984",100,100
"2985",121,100
"2986",110,100
"2987",149,100
"2988",99,100
"2989",167,100
"2990",101,100
"2991",126,100
"2992",115,100
"2993",146,100
"2994",76,100
"2995",97,100
"2996",105,100
"2997",141,100
"2998",133,100
"2999",99,100
"3000",111,100
