"","Id","run","cov","LAURING_ID","dup"
"488","MH8354_B","HK_8",16076.0836224076,"MH8354","B"
"489","MH8386_A","HK_8",23989.5302236327,"MH8386","A"
"490","MH8386_B","HK_2",22815.7964425419,"MH8386","B"
"491","MH8390_A","HK_8",18975.8642704259,"MH8390","A"
"492","MH8390_B","HK_2",23243.3451177209,"MH8390","B"
"493","MH8391_A","HK_8",12506.2612000886,"MH8391","A"
"494","MH8391_B","HK_2",18661.4261569119,"MH8391","B"
"495","MH8392_A","HK_8",14485.8364454941,"MH8392","A"
"496","MH8392_B","HK_2",22152.1180898959,"MH8392","B"
"497","MH8393_B","HK_8",19663.1156542918,"MH8393","B"
"498","MH8396_A","HK_8",17252.6662484316,"MH8396","A"
"499","MH8396_B","HK_2",16599.0569045686,"MH8396","B"
"500","MH8424_B","HK_8",17208.2383939774,"MH8424","B"
"501","MH8439_A","HK_8",18643.1487932689,"MH8439","A"
"502","MH8439_B","HK_2",18640.2053288066,"MH8439","B"
"503","MH8442_B","HK_8",22507.8326813787,"MH8442","B"
"504","MH8443_B","HK_8",13149.1773562625,"MH8443","B"
"505","MH8444_B","HK_8",12646.3093955273,"MH8444","B"
"506","MH8445_B","HK_8",14054.4188500996,"MH8445","B"
"507","MH8447_A","HK_8",11378.6190124732,"MH8447","A"
"508","MH8447_B","HK_2",17441.2727876596,"MH8447","B"
"509","MH8448_A","HK_8",18685.4528009447,"MH8448","A"
"510","MH8450_A","HK_8",9489.38851575762,"MH8450","A"
"511","MH8451_B","HK_1",5063.493615765,"MH8451","B"
"512","MH8453_B","HK_1",239.796147317145,"MH8453","B"
"513","MH8586_A","HK_1",16959.6522252565,"MH8586","A"
"514","MH8586_B","HK_2",15730.979260462,"MH8586","B"
"515","MH8588_A","HK_1",274.385858734962,"MH8588","A"
"516","MH8589_A","HK_1",23079.0641375747,"MH8589","A"
"517","MH8589_B","HK_2",21386.1941840726,"MH8589","B"
"518","MH8592_A","HK_1",23957.0419957192,"MH8592","A"
"519","MH8594_A","HK_1",3473.14657908333,"MH8594","A"
"520","MH8611_A","HK_1",6796.62351465053,"MH8611","A"
"521","MH8688_A","HK_1",3743.47848549708,"MH8688","A"
"522","MH8688_B","HK_2",5275.1005978301,"MH8688","B"
"523","MH8689_B","HK_1",2574.82507934165,"MH8689","B"
"524","MH8690_A","HK_1",2553.28149678943,"MH8690","A"
"525","MH8690_B","HK_2",3041.02612738948,"MH8690","B"
"526","MH8691_B","HK_1",4027.36511919699,"MH8691","B"
"527","MH8692_A","HK_1",21576.8109085541,"MH8692","A"
"528","MH8692_B","HK_2",15525.2251826703,"MH8692","B"
"529","MH8700_A","HK_1",22286.528747509,"MH8700","A"
"530","MH8700_B","HK_2",17067.8520924053,"MH8700","B"
"531","MH8714_A","HK_1",24339.5178979999,"MH8714","A"
"532","MH8765_B","HK_1",14348.2475459444,"MH8765","B"
"533","MH8766_B","HK_1",18112.2135950993,"MH8766","B"
"534","MH8922_A","HK_1",18013.9111373533,"MH8922","A"
"535","MH8922_B","HK_2",17864.7740792678,"MH8922","B"
"536","MH8924_A","HK_1",14893.9867148867,"MH8924","A"
"537","MH8924_B","HK_2",16068.45250572,"MH8924","B"
"538","MH8925_A","HK_1",19976.5482323419,"MH8925","A"
"539","MH8925_B","HK_2",18825.6441803823,"MH8925","B"
"540","MH9017_B","HK_1",6428.6442541885,"MH9017","B"
"541","MH9045_A","HK_1",20803.8425714075,"MH9045","A"
"542","MH9045_B","HK_2",19991.3282899107,"MH9045","B"
"543","MH9547_B","HK_1",19199.3744187763,"MH9547","B"
"544","PC1A","HK_1",14856.4153812089,"PC1A",NA
"545","PC1A","HK_2",15180.2228208724,"PC1A",NA
"546","PC1A","HK_6",18634.1040667208,"PC1A",NA
"547","PC1A","HK_7",15584.2929367481,"PC1A",NA
"548","PC1A","HK_8",14019.7658129751,"PC1A",NA
"549","PC1B","HK_1",13266.2766255812,"PC1B",NA
"550","PC1B","HK_2",14266.1917484685,"PC1B",NA
"551","PC1B","HK_6",17365.112923463,"PC1B",NA
"552","PC1B","HK_7",14587.8148940881,"PC1B",NA
"553","PC1B","HK_8",12277.8940143184,"PC1B",NA
"554","PC2A","HK_7",22326.6840357222,"PC2A",NA
"555","PC2B","HK_1",21135.4021699018,"PC2B",NA
"556","PC2B","HK_6",26275.0990479002,"PC2B",NA
"557","PC2B","HK_7",24118.0715919994,"PC2B",NA
"558","Perth_mp","perth",33168.6959007872,"Perth","mp"
"559","Perth_mp","perth_2",22909.6627060746,"Perth","mp"
"560","Perth_mp","victoria",33288.5078603587,"Perth","mp"
"561","Perth_pool","perth",31220.0830239121,"Perth","pool"
"562","Perth_pool","perth_2",16953.0593346205,"Perth","pool"
"563","Vic_mp","victoria",27317.5759834674,"Vic","mp"
"564","Vic_pool","perth",31069.6667904352,"Vic","pool"
"565","Vic_pool","victoria",31217.7926046203,"Vic","pool"
"566","Vic_pool","victoria_2",25598.4849804414,"Vic","pool"
"567","vic_pool_maybe","victoria",133.473761901247,"vic","pool"
