"","Id","run","cov","LAURING_ID","dup"
"187","1351","cali09_2",16140.6796601327,"1351",NA
"188","1353","cali09",22387.8859655661,"1353",NA
"189","1353","cali09_2",15176.3279421629,"1353",NA
"190","1356","cali09",9390.16419467839,"1356",NA
"191","1357","cali09",27779.9668331222,"1357",NA
"192","1357","cali09_2",15804.180219125,"1357",NA
"193","1360","cali09",20551.7433852575,"1360",NA
"194","1361","cali09",2190.42274726094,"1361",NA
"195","1362","cali09",11986.1688156816,"1362",NA
"196","1362","cali09_2",11016.0397257211,"1362",NA
"197","1363","cali09",20934.0114779757,"1363",NA
"198","1363","cali09_2",15305.5708429604,"1363",NA
"199","1364","cali09",3535.10427070135,"1364",NA
"200","1364","cali09_2",20340.0164716405,"1364",NA
"201","1366","cali09",17357.1611388537,"1366",NA
"202","1367","cali09",15380.3409107848,"1367",NA
"203","1368","cali09",1747.34314675412,"1368",NA
"204","1369","cali09",4370.71633002907,"1369",NA
"205","1370","cali09",25905.5102481926,"1370",NA
"206","1371","cali09",24670.1033763136,"1371",NA
"207","1371","cali09_2",15189.489900872,"1371",NA
"208","1372","cali09",6180.30640232541,"1372",NA
"209","1374","cali09",20425.8584631438,"1374",NA
"210","1374","cali09_2",20698.702839681,"1374",NA
"211","1376","cali09",30650.1255124096,"1376",NA
"212","1401","cali09",29609.6329283744,"1401",NA
"213","1401","cali09_2",16783.8255198629,"1401",NA
"214","1402","cali09",11608.8491466051,"1402",NA
"215","1402","cali09_2",9750.70023105016,"1402",NA
"216","1403","cali09",28632.8056197362,"1403",NA
"217","1403","cali09_2",17582.6158604755,"1403",NA
"218","1404","cali09",14861.1015130059,"1404",NA
"219","1405","cali09",27920.600581352,"1405",NA
"220","1405","cali09_2",16961.2000447194,"1405",NA
"221","1406","cali09",24173.0304837147,"1406",NA
"222","1406","cali09_2",21433.5768055452,"1406",NA
"223","1407","cali09",9734.20160989789,"1407",NA
"224","1408","cali09",22106.8311097861,"1408",NA
"225","1408","cali09_2",19853.2326898711,"1408",NA
"226","1409","cali09",7815.05217261683,"1409",NA
"227","1410","cali09",28818.7697696952,"1410",NA
"228","1410","cali09_2",21851.4054557651,"1410",NA
"229","1411","cali09",27548.9613922635,"1411",NA
"230","1411","cali09_2",15240.9119028099,"1411",NA
"231","1413","cali09",28128.487739435,"1413",NA
"232","1413","cali09_2",17264.9771931132,"1413",NA
"233","1414","cali09",24927.4897518074,"1414",NA
"234","1414","cali09_2",10921.400387568,"1414",NA
"235","1415","cali09",27812.137884773,"1415",NA
"236","1415","cali09_2",13578.1404188716,"1415",NA
"237","Cali_mp","cali09",33817.9119773422,"Cali","mp"
"238","Cali_pool","cali09",34614.0992025043,"Cali","pool"
"239","Cali_pool","cali09_2",23058.4104494298,"Cali","pool"
"240","HS1253_A","HK_6",26326.3530149827,"HS1253","A"
"241","HS1255_A","HK_6",25316.663591409,"HS1255","A"
"242","HS1256_A","HK_6",26946.0353531626,"HS1256","A"
"243","HS1273_A","HK_6",15805.3714665289,"HS1273","A"
"244","HS1284_B","HK_6",29053.4320614067,"HS1284","B"
"245","HS1294_A","HK_6",19424.055059414,"HS1294","A"
"246","HS1294_B","HK_1",22182.0537309027,"HS1294","B"
"247","HS1313_B","HK_6",20016.754594435,"HS1313","B"
"248","HS1325_B","HK_6",15955.4844637981,"HS1325","B"
"249","HS1327_B","HK_6",19294.6205624031,"HS1327","B"
"250","HS1328_B","HK_6",20052.5587866263,"HS1328","B"
"251","HS1335_B","HK_6",24395.972470293,"HS1335","B"
"252","HS1336_B","HK_6",20865.0109233154,"HS1336","B"
"253","HS1340_A","HK_6",20022.0484168573,"HS1340","A"
"254","HS1341_A","HK_6",18044.9904790021,"HS1341","A"
"255","HS1341_B","HK_1",17618.767362905,"HS1341","B"
"256","HS1342_B","HK_6",19071.0315890472,"HS1342","B"
"257","HS1345_A","HK_6",21221.9148276626,"HS1345","A"
"258","HS1345_B","HK_1",17046.3110930696,"HS1345","B"
"259","HS1349_A","HK_6",16222.3622407558,"HS1349","A"
"260","HS1351_A","HK_6",16433.9578566684,"HS1351","A"
"261","HS1352_A","HK_6",15252.1824488892,"HS1352","A"
"262","HS1357_A","HK_6",17802.7280980146,"HS1357","A"
"263","HS1357_B","HK_1",22746.6631485718,"HS1357","B"
"264","HS1364_A","HK_6",14302.5241715256,"HS1364","A"
"265","HS1364_B","HK_1",15975.8963761163,"HS1364","B"
"266","HS1367_A","HK_6",19299.9861982434,"HS1367","A"
"267","HS1369_A","HK_6",28712.240239132,"HS1369","A"
"268","HS1375_A","HK_6",17793.8126799026,"HS1375","A"
"269","HS1375_B","HK_1",14087.0642851871,"HS1375","B"
"270","HS1376_B","HK_6",19385.5222525648,"HS1376","B"
"271","HS1377_A","HK_6",6823.22739685586,"HS1377","A"
"272","HS1377_B","HK_1",9210.92324156764,"HS1377","B"
"273","HS1381_A","HK_6",25605.262971437,"HS1381","A"
"274","HS1381_B","HK_1",21531.0866484611,"HS1381","B"
"275","HS1385_A","HK_6",14449.3959701823,"HS1385","A"
"276","HS1387_B","HK_6",28657.0185991586,"HS1387","B"
"277","HS1388_B","HK_6",28432.8952690235,"HS1388","B"
"278","HS1390_A","HK_8",15214.407410141,"HS1390","A"
"279","HS1391_B","HK_6",19289.5656506015,"HS1391","B"
"280","HS1392_A","HK_6",27270.6796811573,"HS1392","A"
"281","HS1393_B","HK_6",16349.7993947893,"HS1393","B"
"282","HS1394_B","HK_6",18389.4334637243,"HS1394","B"
"283","HS1395_B","HK_6",4664.07609417669,"HS1395","B"
"284","HS1401_A","HK_6",24168.7089084065,"HS1401","A"
"285","HS1401_B","HK_2",23492.2610524762,"HS1401","B"
"286","HS1402_A","HK_6",19104.1908627943,"HS1402","A"
"287","HS1402_B","HK_1",18671.7642630452,"HS1402","B"
"288","HS1405_B","HK_6",26947.2748542328,"HS1405","B"
"289","HS1408_B","HK_6",26697.6846999779,"HS1408","B"
"290","HS1409_A","HK_6",17129.5409993357,"HS1409","A"
"291","HS1409_B","HK_1",20903.4263045243,"HS1409","B"
"292","HS1411_A","HK_6",6755.94789283342,"HS1411","A"
"293","HS1413_B","HK_6",16908.3519078899,"HS1413","B"
"294","HS1416_A","HK_6",24153.8390287106,"HS1416","A"
"295","HS1416_B","HK_1",20022.697911285,"HS1416","B"
"296","HS1417_A","HK_6",21346.4972322681,"HS1417","A"
"297","HS1417_B","HK_1",13704.418997712,"HS1417","B"
"298","HS1421_A","HK_6",18893.6737028563,"HS1421","A"
"299","HS1421_B","HK_1",16702.1447339287,"HS1421","B"
"300","HS1425_A","HK_6",14721.8109085541,"HS1425","A"
"301","HS1425_B","HK_1",11715.7437449258,"HS1425","B"
"302","HS1427_A","HK_6",20121.460476788,"HS1427","A"
"303","HS1427_B","HK_1",22787.0813344158,"HS1427","B"
"304","HS1434_B","HK_6",24056.1530740276,"HS1434","B"
"305","HS1445_B","HK_6",19885.996014466,"HS1445","B"
"306","HS1448_A","HK_6",18495.1236253598,"HS1448","A"
"307","HS1448_B","HK_1",18321.8610967599,"HS1448","B"
"308","HS1450_A","HK_6",27819.2952247398,"HS1450","A"
"309","HS1451_A","HK_6",12535.9107683224,"HS1451","A"
"310","HS1455_A","HK_6",19543.8656727434,"HS1455","A"
"311","HS1455_B","HK_1",22784.3759687062,"HS1455","B"
"312","HS1457_A","HK_6",19918.5744335375,"HS1457","A"
"313","HS1457_B","HK_1",23131.9664181858,"HS1457","B"
"314","HS1460_A","HK_6",15556.3849730607,"HS1460","A"
"315","HS1461_A","HK_6",22144.6390139494,"HS1461","A"
"316","HS1461_B","HK_1",20345.4503653406,"HS1461","B"
"317","HS1463_A","HK_6",16487.6189386671,"HS1463","A"
"318","HS1465_A","HK_6",16107.3837921618,"HS1465","A"
"319","HS1465_B","HK_1",22492.8266292715,"HS1465","B"
"320","HS1473_A","HK_6",15992.5783452653,"HS1473","A"
"321","HS1474_A","HK_7",18483.7682485792,"HS1474","A"
"322","HS1484_A","HK_7",10590.6444756071,"HS1484","A"
"323","HS1484_B","HK_1",11399.8631633331,"HS1484","B"
"324","HS1487_A","HK_7",17555.8999188132,"HS1487","A"
"325","HS1487_B","HK_1",22592.8994759761,"HS1487","B"
"326","HS1500_A","HK_7",16498.0499667872,"HS1500","A"
"327","HS1505_A","HK_7",18333.6175363495,"HS1505","A"
"328","HS1506_A","HK_7",12368.3505793786,"HS1506","A"
"329","HS1507_A","HK_7",14632.6732600192,"HS1507","A"
"330","HS1509_A","HK_7",16946.2388368145,"HS1509","A"
"331","HS1510_A","HK_7",18803.4694811425,"HS1510","A"
"332","HS1514_A","HK_7",2096.59428740128,"HS1514","A"
"333","HS1516_A","HK_7",13439.5899328364,"HS1516","A"
"334","HS1516_B","HK_1",18773.3715403351,"HS1516","B"
"335","HS1517_B","HK_7",17261.3156690531,"HS1517","B"
"336","HS1518_A","HK_7",24932.9125396708,"HS1518","A"
"337","HS1518_B","HK_1",22260.1837774005,"HS1518","B"
"338","HS1519_A","HK_7",23923.3654144217,"HS1519","A"
"339","HS1519_B","HK_1",14521.3648239722,"HS1519","B"
"340","HS1520_B","HK_7",20079.642851871,"HS1520","B"
"341","HS1525_A","HK_7",10787.9846483135,"HS1525","A"
"342","HS1525_B","HK_1",9458.18894383349,"HS1525","B"
"343","HS1530_A","HK_7",15282.9488523138,"HS1530","A"
"344","HS1530_B","HK_1",16310.2539670824,"HS1530","B"
"345","HS1531_A","HK_7",15602.4162668832,"HS1531","A"
"346","HS1531_B","HK_1",19112.6695697099,"HS1531","B"
"347","HS1532_A","HK_7",21276.2698354122,"HS1532","A"
"348","HS1532_B","HK_1",17362.6094914754,"HS1532","B"
"349","HS1535_A","HK_7",23451.7925308141,"HS1535","A"
"350","HS1535_B","HK_1",20800.5900804487,"HS1535","B"
"351","HS1536_A","HK_7",17054.0231751421,"HS1536","A"
"352","HS1536_B","HK_1",19751.0526238099,"HS1536","B"
"353","HS1537_A","HK_7",18217.3640121042,"HS1537","A"
"354","HS1543_A","HK_7",21824.6118532733,"HS1543","A"
"355","HS1543_B","HK_1",19718.8033065171,"HS1543","B"
"356","HS1544_B","HK_7",13394.3727950402,"HS1544","B"
"357","HS1554_A","HK_7",20630.4204738357,"HS1554","A"
"358","HS1562_A","HK_7",15767.1131448815,"HS1562","A"
"359","HS1562_B","HK_1",12186.0569045686,"HS1562","B"
"360","HS1563_A","HK_7",24785.1285703742,"HS1563","A"
"361","HS1564_A","HK_7",15098.0476787955,"HS1564","A"
"362","HS1566_A","HK_7",9327.83253376633,"HS1566","A"
"363","HS1566_B","HK_1",10927.7289098826,"HS1566","B"
"364","HS1567_A","HK_7",26058.4616576869,"HS1567","A"
"365","HS1567_B","HK_1",19287.7375452063,"HS1567","B"
"366","HS1573_A","HK_7",18891.8508377002,"HS1573","A"
"367","HS1573_B","HK_1",17966.7977710532,"HS1573","B"
"368","HS1579_A","HK_7",22461.3554505868,"HS1579","A"
"369","HS1579_B","HK_1",15221.0221418555,"HS1579","B"
"370","HS1596_A","HK_7",17894.3590670898,"HS1596","A"
"371","HS1597_A","HK_7",16144.7676581298,"HS1597","A"
"372","HS1604_A","HK_7",19445.2048121633,"HS1604","A"
"373","HS1607_A","HK_7",18347.6750313676,"HS1607","A"
"374","MH7346_B","HK_7",969.828400619972,"MH7346","B"
"375","MH7385_A","HK_7",12321.8811720422,"MH7385","A"
"376","MH7385_B","HK_2",15242.7692818658,"MH7385","B"
"377","MH7389_A","HK_7",15873.2842276183,"MH7389","A"
"378","MH7390_A","HK_7",19315.2361797919,"MH7390","A"
"379","MH7390_B","HK_2",19477.2015646911,"MH7390","B"
"380","MH7391_A","HK_7",13064.8879622112,"MH7391","A"
"381","MH7391_B","HK_2",17685.6646246955,"MH7391","B"
"382","MH7409_A","HK_7",18858.6988707654,"MH7409","A"
"383","MH7409_B","HK_2",20948.1709351244,"MH7409","B"
"384","MH7440_A","HK_7",21751.5178979999,"MH7440","A"
"385","MH7440_B","HK_2",20148.2363274042,"MH7440","B"
"386","MH7455_B","HK_7",16542.9582256993,"MH7455","B"
"387","MH7492_B","HK_7",19448.3350800797,"MH7492","B"
"388","MH7505_A","HK_7",14953.8852313824,"MH7505","A"
"389","MH7505_B","HK_2",22956.4040888626,"MH7505","B"
"390","MH7520_A","HK_7",12958.2295372352,"MH7520","A"
"391","MH7520_B","HK_2",14956.817255886,"MH7520","B"
"392","MH7537_A","HK_7",3853.3003173666,"MH7537","A"
"393","MH7564_A","HK_7",27613.9858292125,"MH7564","A"
"394","MH7564_B","HK_2",24208.5408517234,"MH7564","B"
"395","MH7565_B","HK_7",27277.7948188058,"MH7565","B"
"396","MH7611_A","HK_7",26641.9563805447,"MH7611","A"
"397","MH7611_B","HK_2",20725.0494501439,"MH7611","B"
"398","MH7612_A","HK_7",24740.7471400103,"MH7612","A"
"399","MH7627_B","HK_7",26381.043102812,"MH7627","B"
"400","MH7637_A","HK_7",5464.28496568012,"MH7637","A"
"401","MH7642_B","HK_7",19060.5180456122,"MH7642","B"
"402","MH7687_A","HK_7",25717.482028194,"MH7687","A"
"403","MH7687_B","HK_2",16980.8427190199,"MH7687","B"
"404","MH7755_A","HK_7",23019.1990552808,"MH7755","A"
"405","MH7755_B","HK_2",18201.4439442025,"MH7755","B"
"406","MH7796_A","HK_7",17106.4698501734,"MH7796","A"
"407","MH7796_B","HK_2",13871.0273082884,"MH7796","B"
"408","MH7797_A","HK_7",22836.9737988043,"MH7797","A"
"409","MH7799_A","HK_7",5632.36091224445,"MH7799","A"
"410","MH7799_B","HK_2",3600.31131448815,"MH7799","B"
"411","MH7800_A","HK_8",24712.1701232563,"MH7800","A"
"412","MH7800_B","HK_2",22213.0059044948,"MH7800","B"
"413","MH7804_A","HK_8",19901.1448815411,"MH7804","A"
"414","MH7804_B","HK_2",18051.7939331316,"MH7804","B"
"415","MH7842_B","HK_8",23325.7115654292,"MH7842","B"
"416","MH7843_A","HK_8",23054.1924127242,"MH7843","A"
"417","MH7843_B","HK_2",22818.5765001107,"MH7843","B"
"418","MH7844_A","HK_8",17865.3017934903,"MH7844","A"
"419","MH7844_B","HK_2",15741.2516052845,"MH7844","B"
"420","MH7845_A","HK_8",27137.1779467119,"MH7845","A"
"421","MH7845_B","HK_2",17988.0289320245,"MH7845","B"
"422","MH7851_A","HK_8",8207.81201564691,"MH7851","A"
"423","MH7851_B","HK_2",17180.7140010333,"MH7851","B"
"424","MH7852_B","HK_8",24440.2212709425,"MH7852","B"
"425","MH7855_A","HK_8",20206.102959628,"MH7855","A"
"426","MH7855_B","HK_2",18925.703520555,"MH7855","B"
"427","MH7860_A","HK_8",23110.1503431988,"MH7860","A"
"428","MH7860_B","HK_2",20379.2167687652,"MH7860","B"
"429","MH7884_A","HK_8",20224.2217137796,"MH7884","A"
"430","MH7884_B","HK_2",22399.9649420621,"MH7884","B"
"431","MH7885_A","HK_8",24529.2138165178,"MH7885","A"
"432","MH7885_B","HK_2",22558.3790685659,"MH7885","B"
"433","MH7886_A","HK_8",13966.7714222452,"MH7886","A"
"434","MH7886_B","HK_2",15531.0279725441,"MH7886","B"
"435","MH7887_A","HK_8",6956.23359657539,"MH7887","A"
"436","MH7890_A","HK_8",19131.2045907447,"MH7890","A"
"437","MH7890_B","HK_2",19656.2245184146,"MH7890","B"
"438","MH7891_A","HK_8",24291.4677836003,"MH7891","A"
"439","MH7891_B","HK_2",17455.310059783,"MH7891","B"
"440","MH7893_A","HK_8",24793.2694663813,"MH7893","A"
"441","MH7905_A","HK_8",10838.9203631264,"MH7905","A"
"442","MH7905_B","HK_2",9861.15735478633,"MH7905","B"
"443","MH7953_A","HK_8",17455.8877407927,"MH7953","A"
"444","MH7953_B","HK_2",15102.6069820651,"MH7953","B"
"445","MH8041_A","HK_8",24328.5400398553,"MH8041","A"
"446","MH8052_A","HK_8",15675.9946121485,"MH8052","A"
"447","MH8052_B","HK_2",14118.529928408,"MH8052","B"
"448","MH8086_B","HK_8",3490.43575171599,"MH8086","B"
"449","MH8088_A","HK_8",17732.3930917411,"MH8088","A"
"450","MH8089_A","HK_8",21451.9390360912,"MH8089","A"
"451","MH8089_B","HK_2",20438.1753634955,"MH8089","B"
"452","MH8090_A","HK_8",24988.0231751421,"MH8090","A"
"453","MH8090_B","HK_2",22408.6317809432,"MH8090","B"
"454","MH8125_A","HK_8",22763.8488449332,"MH8125","A"
"455","MH8125_B","HK_2",21955.6405638793,"MH8125","B"
"456","MH8126_A","HK_8",21027.5108126061,"MH8126","A"
"457","MH8126_B","HK_2",17840.5492656285,"MH8126","B"
"458","MH8127_A","HK_8",534.96486825596,"MH8127","A"
"459","MH8127_B","HK_2",496.005683076242,"MH8127","B"
"460","MH8129_A","HK_8",16763.9893719094,"MH8129","A"
"461","MH8129_B","HK_2",14505.0947671415,"MH8129","B"
"462","MH8132_A","HK_8",1506.02081334416,"MH8132","A"
"463","MH8133_A","HK_8",3444.52911653997,"MH8133","A"
"464","MH8137_A","HK_8",19210.694737619,"MH8137","A"
"465","MH8137_B","HK_2",22257.7272861466,"MH8137","B"
"466","MH8155_B","HK_8",20435.2566241051,"MH8155","B"
"467","MH8156_A","HK_8",3712.21462838586,"MH8156","A"
"468","MH8156_B","HK_2",2706.84471178685,"MH8156","B"
"469","MH8158_A","HK_8",18718.9129825079,"MH8158","A"
"470","MH8158_B","HK_2",19399.35035796,"MH8158","B"
"471","MH8159_A","HK_8",13494.717469924,"MH8159","A"
"472","MH8159_B","HK_2",16027.298472212,"MH8159","B"
"473","MH8160_A","HK_8",19948.5138386597,"MH8160","A"
"474","MH8160_B","HK_2",21579.7616060226,"MH8160","B"
"475","MH8165_A","HK_8",13259.8934976751,"MH8165","A"
"476","MH8165_B","HK_2",13351.0462026718,"MH8165","B"
"477","MH8177_B","HK_8",12902.3795852092,"MH8177","B"
"478","MH8178_A","HK_8",11709.1574285925,"MH8178","A"
"479","MH8183_A","HK_8",16015.1144733929,"MH8183","A"
"480","MH8183_B","HK_2",12997.831205255,"MH8183","B"
"481","MH8185_B","HK_8",11340.4667503137,"MH8185","B"
"482","MH8186_A","HK_8",11285.2073953797,"MH8186","A"
"483","MH8186_B","HK_2",21640.4415824046,"MH8186","B"
"484","MH8308_A","HK_8",15120.7064728024,"MH8308","A"
"485","MH8308_B","HK_2",21723.6884640933,"MH8308","B"
"486","MH8309_A","HK_8",15105.4167097203,"MH8309","A"
"487","MH8309_B","HK_2",20563.6265407041,"MH8309","B"
